,ALogP98,CNS,Drug,HBA,HBD,MW,SMILES,TPSA,TPSA_S,cLogD_ACD_v15,cLogP_ACD_v15,cLogP_Biobyte,fsp3,mapKa,mbpKa,nArom,nAtoms
230,5.2849998,False,Nelfinavir,6.0,4.0,567.78241,Cc1c(cccc1O)C(=O)NC(CSc2ccccc2)C(CN3CC4CCCCC4CC3C(=O)NC(C)(C)C)O,101.9,127.19,6.96,6.98,5.8400002,0.56,,7.5300002,2.0,40.0
231,0.51099998,False,Neostigmine,2.0,0.0,223.29144,CN(C)C(=O)Oc1cccc(c1)[N+](C)(C)C,29.540001,29.540001,-3.03,-3.03,-2.8099999,0.41999999,,,1.0,16.0
232,2.293,False,Nevirapine,4.0,1.0,266.29785,Cc1ccnc2c1NC(=O)c3cccnc3N2C4CC4,58.119999,58.119999,2.03,2.03,2.6500001,0.27000001,,4.25,2.0,20.0
233,0.30899999,False,Niacin,3.0,1.0,123.1094,c1cc(cnc1)C(=O)O,50.189999,50.189999,-2.9300001,0.15000001,0.80000001,0.0,2.2,4.8000002,1.0,9.0
234,3.595,False,Niclosamide,4.0,2.0,327.11963,c1cc(c(cc1[N+](=O)[O-])Cl)NC(=O)c2cc(ccc2O)Cl,95.150002,95.150002,5.1700001,5.4099998,4.3400002,0.0,7.4499998,,2.0,21.0
235,5.0840001,False,Nilotinib,6.0,2.0,529.51581,Cc1ccc(cc1Nc2nccc(n2)c3cccnc3)C(=O)Nc4cc(cc(c4)n5cc(nc5)C)C(F)(F)F,97.620003,97.620003,5.1399999,5.1500001,5.8400002,0.11,,5.6799998,5.0,39.0
236,2.8740001,False,Nilutamide,4.0,1.0,317.2207,CC1(C(=O)N(C(=O)N1)c2ccc(c(c2)C(F)(F)F)[N+](=O)[O-])C,95.220001,95.220001,2.01,2.23,1.71,0.33000001,7.5900002,,1.0,22.0
237,2.9649999,False,Nintedanib,7.0,2.0,539.62482,CN1CCN(CC1)CC(=O)N(C)c2ccc(cc2)N/C(=C\3/c4ccc(cc4NC3=O)C(=O)OC)/c5ccccc5,94.220001,94.220001,2.26,2.5899999,3.0799999,0.25999999,,7.4099998,3.0,40.0
238,2.53,False,Nitisinone,5.0,0.0,329.22809,c1cc(c(cc1C(F)(F)F)[N+](=O)[O-])C(=O)C2C(=O)CCCC2=O,97.029999,97.029999,-1.12,1.37,1.38,0.36000001,3.1300001,,1.0,23.0
239,0.55199999,False,Nizatidine,7.0,2.0,331.45743,CN/C(=C\[N+](=O)[O-])/NCCSCc1csc(n1)CN(C)C,86.010002,139.55,0.98000002,1.1799999,-0.16,0.57999998,,7.3099999,1.0,21.0
240,5.237,False,Norgestimate,4.0,1.0,369.49713,CCC12CCC3C(C1CCC2(C#C)OC(=O)C)CCC4=C/C(=N/O)/CCC34,58.889999,58.889999,5.0,5.0,5.0500002,0.74000001,,,0.0,27.0
241,3.45,False,Novobiocin,11.0,5.0,612.62433,Cc1c(ccc2c1oc(=O)c(c2O)NC(=O)c3ccc(c(c3)CC=C(C)C)O)OC4C(C(C(C(O4)(C)C)OC)OC(=O)N)O,196.10001,196.10001,0.12,2.8599999,3.98,0.38999999,4.5,,2.0,44.0
242,2.1270001,False,Olaparib,4.0,1.0,434.46283,c1ccc2c(c1)c(n[nH]c2=O)Cc3ccc(c(c3)C(=O)N4CCN(CC4)C(=O)C5CC5)F,82.080002,82.080002,0.0,0.0,1.24,0.33000001,,,2.0,32.0
243,2.9749999,False,Olsalazine,8.0,4.0,302.23898,c1cc(c(cc1/N=N/c2ccc(c(c2)C(=O)O)O)C(=O)O)O,139.78,139.78,-0.20999999,3.9400001,5.1700001,0.0,2.73,,2.0,22.0
244,8.3330002,False,Orlistat,5.0,1.0,495.7348,CCCCCCCCCCCC(CC1C(C(=O)O1)CCCCCC)OC(=O)C(CC(C)C)NC=O,81.690002,81.690002,8.9499998,8.9499998,8.6099997,0.89999998,,,0.0,35.0
245,1.045,False,Oseltamivir,5.0,2.0,312.40451,CCC(CC)OC1C=C(CC(C1NC(=O)C)N)C(=O)OCC,90.650002,90.650002,0.69,1.5,2.1300001,0.75,,8.8100004,0.0,22.0
246,1.817,False,Oxamniquine,5.0,3.0,279.33484,CC(C)NCC1CCc2cc(c(cc2N1)[N+](=O)[O-])CO,90.110001,90.110001,-0.91000003,1.41,1.8,0.56999999,,9.8299999,1.0,20.0
247,3.0599999,False,Oxandrolone,3.0,1.0,306.4397,CC12CCC3C(C1CCC2(C)O)CCC4C3(COC(=O)C4)C,46.529999,46.529999,3.3299999,3.3299999,2.96,0.94999999,,,0.0,22.0
248,3.5899999,False,Oxaprozin,3.0,1.0,293.31659,c1ccc(cc1)c2c(oc(n2)CCC(=O)O)c3ccccc3,63.330002,63.330002,1.12,4.1900001,2.95,0.11,4.1999998,,3.0,22.0
249,3.7119999,False,Oxyphenbutazone,3.0,1.0,324.37369,CCCCC1C(=O)N(N(C1=O)c2ccc(cc2)O)c3ccccc3,60.849998,60.849998,0.44999999,2.72,2.72,0.25999999,6.8600001,,2.0,24.0
250,2.701,False,Oxyphenonium,3.0,1.0,348.49954,CC[N+](C)(CC)CCOC(=O)C(c1ccccc1)(C2CCCCC2)O,46.529999,46.529999,-0.91000003,-0.91000003,0.88,0.67000002,,,1.0,25.0
251,2.8010001,False,Palbociclib,8.0,2.0,447.53275,Cc1c2cnc(nc2n(c(=O)c1C(=O)C)C3CCCC3)Nc4ccc(cn4)N5CCNCC5,103.35,103.35,-0.13,0.99000001,2.8499999,0.46000001,,8.6599998,2.0,33.0
252,2.53,False,Paliperidone,5.0,1.0,426.48389,Cc1c(c(=O)n2c(n1)C(CCC2)O)CCN3CCC(CC3)c4c5ccc(cc5on4)F,82.169998,82.169998,0.72000003,1.52,1.0700001,0.51999998,,8.21,2.0,31.0
253,2.737,False,Pantoprazole,6.0,1.0,383.36981,COc1ccnc(c1OC)CS(=O)c2[nH]c3cc(ccc3n2)OC(F)F,86.330002,105.54,1.6799999,1.6900001,2.1099999,0.25,7.5999999,1.9299999,3.0,26.0
254,3.095,False,Pargyline,1.0,0.0,159.22762,CN(CC#C)Cc1ccccc1,3.24,3.24,2.4300001,2.48,2.5799999,0.27000001,,6.5,1.0,12.0
255,4.8629999,False,Paricalcitol,3.0,3.0,416.63647,CC(/C=C/C(C)C(C)(C)O)C1CCC\2C1(CCC/C2=C\C=C3CC(CC(C3)O)O)C,60.689999,60.689999,5.8299999,5.8299999,5.6900001,0.77999997,,,0.0,30.0
256,1.26,False,Pemoline,4.0,1.0,176.17203,c1ccc(cc1)C2C(=O)N=C(O2)N,64.669998,64.669998,0.51999998,0.51999998,0.46000001,0.11,,,1.0,13.0
257,-0.017000001,False,Penicillamine,4.0,3.0,149.21133,CC(C)(C(C(=O)O)N)S,63.310001,102.11,-1.5700001,0.93000001,-1.73,0.80000001,2.1300001,11.64,0.0,9.0
258,1.6059999,False,Phenazone,2.0,0.0,188.22578,Cc1cc(=O)n(n1C)c2ccccc2,23.549999,23.549999,0.27000001,0.27000001,0.2,0.18000001,,,1.0,14.0
259,2.6329999,False,Phenazopyridine,5.0,2.0,213.23853,c1ccc(cc1)/N=N/c2ccc(nc2N)N,89.650002,89.650002,3.3399999,3.3399999,2.05,0.0,,4.4899998,2.0,16.0
260,4.0040002,False,Phenprocoumon,3.0,1.0,280.31784,CCC(c1ccccc1)c2c(c3ccccc3oc2=O)O,46.529999,46.529999,1.97,4.77,4.71,0.17,4.5,,2.0,21.0
261,1.432,False,Phensuximide,2.0,0.0,189.21054,CN1C(=O)CC(C1=O)c2ccccc2,37.380001,37.380001,0.76999998,0.76999998,0.94,0.27000001,,,1.0,14.0
262,0.61500001,False,Phenylephrine,3.0,3.0,167.20502,CNCC(c1cccc(c1)O)O,52.490002,52.490002,-1.92,-0.029999999,-0.090000004,0.33000001,,9.2200003,1.0,12.0
263,0.96499997,False,Pilocarpine,3.0,0.0,208.25694,CCC1C(COC1=O)Cc2cncn2C,44.119999,44.119999,-0.23999999,-0.1,-0.2,0.63999999,,7.02,1.0,15.0
264,1.931,False,Pinacidil,5.0,2.0,245.32346,CC(C(C)(C)C)/N=C(/NC#N)\Nc1ccncc1,73.089996,73.089996,2.8499999,2.8699999,2.23,0.46000001,,6.0,1.0,18.0
265,0.64700001,False,Pipobroman,2.0,0.0,356.05423,C1CN(CCN1C(=O)CCBr)C(=O)CCBr,40.619999,40.619999,0.98000002,0.98000002,0.23,0.80000001,,,0.0,16.0
266,1.039,False,Pirenzepine,5.0,1.0,351.40234,CN1CCN(CC1)CC(=O)N2c3ccccc3C(=O)Nc4c2nccc4,68.779999,68.779999,-0.37,-0.079999998,-0.34999999,0.31999999,,7.27,2.0,26.0
267,3.9530001,False,Pitavastatin,5.0,3.0,421.46075,c1ccc2c(c1)c(c(c(n2)C3CC3)/C=C/C(CC(CC(=O)O)O)O)c4ccc(cc4)F,90.650002,90.650002,0.31999999,3.45,3.5899999,0.28,4.2399998,4.6799998,3.0,31.0
268,5.145,False,Ponatinib,5.0,1.0,532.55951,Cc1ccc(cc1C#Cc2cnc3n2nccc3)C(=O)Nc4ccc(c(c4)C(F)(F)F)CN5CCN(CC5)C,65.769997,65.769997,3.3900001,3.79,5.77,0.28,,7.7399998,4.0,39.0
269,-0.93699998,False,Pralidoxime,2.0,1.0,137.15916,CN\1C=CC=C/C1=C\[NH+]=O,34.279999,34.279999,0.86000001,0.86000001,0.55000001,0.14,,,0.0,10.0
270,2.1570001,False,Pravastatin,7.0,4.0,424.52774,CCC(C)C(=O)OC1CC(C=C2C1C(C(C=C2)C)CCC(CC(CC(=O)O)O)O)O,124.29,124.29,-1.73,1.35,2.05,0.74000001,4.3099999,,0.0,30.0
271,1.999,False,Primaquine,4.0,2.0,259.34674,CC(CCCN)Nc1cc(cc2c1nccc2)OC,60.169998,60.169998,-0.059999999,2.6700001,2.5999999,0.40000001,,10.38,2.0,19.0
272,2.3210001,False,Probenecid,4.0,1.0,285.35925,CCCN(CCC)S(=O)(=O)c1ccc(cc1)C(=O)O,74.68,83.059998,0.25999999,3.3,3.3699999,0.46000001,3.6900001,,1.0,19.0
273,9.7790003,False,Probucol,4.0,2.0,516.84161,CC(C)(C)c1cc(cc(c1O)C(C)(C)C)SC(C)(C)Sc2cc(c(c(c2)C(C)(C)C)O)C(C)(C)C,40.459999,91.059998,10.27,10.27,10.97,0.61000001,,,2.0,35.0
274,2.2260001,False,Proguanil,5.0,3.0,253.73125,CC(C)/N=C(\N)/N=C(\N)/Nc1ccc(cc1)Cl,88.790001,88.790001,1.83,2.6600001,1.16,0.27000001,,11.29,1.0,17.0
275,3.181,False,Propantheline,3.0,0.0,368.4892,CC(C)[N+](C)(CCOC(=O)C1c2ccccc2Oc3c1cccc3)C(C)C,35.529999,35.529999,-1.77,-1.77,1.49,0.43000001,,,2.0,27.0
276,1.381,False,Propylthiouracil,2.0,2.0,170.2321,CCCc1cc(=O)[nH]c(=S)[nH]1,41.130001,73.220001,1.25,1.37,0.97000003,0.43000001,7.6300001,7.3499999,0.0,11.0
277,2.4230001,False,Protokylol,6.0,4.0,331.36304,CC(Cc1ccc2c(c1)OCO2)NCC(c3ccc(c(c3)O)O)O,91.18,91.18,0.050000001,1.6,1.6900001,0.33000001,,8.9799995,2.0,24.0
278,0.75099999,False,Pyridostigmine,2.0,0.0,181.21172,C[n+]1cccc(c1)OC(=O)N(C)C,33.419998,33.419998,-4.3099999,-4.3099999,-4.2600002,0.33000001,,,1.0,13.0
279,6.5139999,False,Quinestrol,2.0,1.0,364.52036,CC12CCC3c4ccc(cc4CCC3C1CCC2(C#C)O)OC5CCCC5,29.459999,29.459999,6.6700001,6.6700001,5.9200001,0.68000001,,,1.0,27.0
280,0.84799999,False,Quinethazone,4.0,3.0,289.73859,CCC1Nc2cc(c(cc2C(=O)N1)S(=O)(=O)N)Cl,101.29,109.67,0.49000001,0.49000001,0.57999998,0.30000001,,,1.0,18.0
281,2.733,False,Quinidine,4.0,1.0,324.41675,COc1ccc2c(c1)c(ccn2)C(C3CC4CCN3CC4C=C)O,45.59,45.59,1.6,3.4400001,2.79,0.44999999,,9.2799997,2.0,24.0
282,2.3659999,False,Rabeprazole,5.0,1.0,359.44263,Cc1c(ccnc1CS(=O)c2[nH]c3ccccc3n2)OCCCOC,77.099998,96.309998,1.83,1.83,2.0799999,0.33000001,,4.54,3.0,25.0
283,6.3699999,False,Raloxifene,5.0,2.0,473.58328,c1cc(ccc1c2c(c3ccc(cc3s2)O)C(=O)c4ccc(cc4)OCCN5CCCCC5)O,70.0,98.239998,5.6300001,6.8000002,6.8600001,0.25,,8.0299997,4.0,34.0
284,-0.29100001,False,Raltegravir,7.0,3.0,444.41635,Cc1nnc(o1)C(=O)NC(C)(C)c2nc(c(c(=O)n2C)O)C(=O)NCc3ccc(cc3)F,150.00999,150.00999,-3.48,-0.68000001,1.16,0.30000001,4.5,,2.0,32.0
285,2.9909999,False,Ranolazine,6.0,2.0,427.5365,Cc1cccc(c1NC(=O)CN2CCN(CC2)CC(COc3ccccc3OC)O)C,74.269997,74.269997,3.4400001,3.47,1.01,0.46000001,,7.8200002,2.0,31.0
286,4.381,False,Regorafenib,4.0,3.0,482.8154,CNC(=O)c1cc(ccn1)Oc2ccc(c(c2)F)NC(=O)Nc3ccc(c(c3)C(F)(F)F)Cl,92.349998,92.349998,5.25,5.2600002,5.1799998,0.1,,,3.0,33.0
287,5.3070002,False,Repaglinide,5.0,2.0,452.58572,CCOc1cc(ccc1C(=O)O)CC(=O)NC(CC(C)C)c2ccccc2N3CCCCC3,78.860001,78.860001,1.8,4.6900001,6.02,0.47999999,4.1900001,5.7800002,2.0,33.0
288,4.2420001,False,Reserpine,10.0,1.0,608.67871,COc1ccc2c(c1)[nH]c3c2CCN4C3CC5C(C4)CC(C(C5C(=O)OC)OC)OC(=O)c6cc(c(c(c6)OC)OC)OC,117.78,117.78,3.8099999,4.0500002,3.8599999,0.51999998,,7.25,3.0,44.0
289,-2.7460001,False,Ribavirin,7.0,4.0,244.20467,c1nc(nn1C2C(C(C(O2)CO)O)O)C(=O)N,143.71001,143.71001,-2.26,-2.26,-2.8499999,0.62,,,1.0,17.0
290,5.066,False,Rifaximin,12.0,5.0,785.87854,Cc1ccn2c(c1)nc3c2c4c(c5c3c6c(c(c5O)C)OC(C6=O)(O/C=C/C(C(C(C(C(C(C(C(/C=C/C=C(/C(=O)N4)\C)C)O)C)O)C)OC(=O)C)C)OC)C)O,198.37,198.37,0.18000001,3.22,7.1900001,0.44,,4.4200001,4.0,57.0
291,2.201,False,Riociguat,8.0,2.0,422.41565,CN(c1c(nc(nc1N)c2c3cccnc3n(n2)Cc4ccccc4F)N)C(=O)OC,138.07001,138.07001,-0.31,-0.31,1.84,0.15000001,,1.95,4.0,31.0
292,-0.26300001,False,Risedronate,8.0,5.0,283.11227,c1cc(cnc1)CC(O)(P(=O)(O)O)P(=O)(O)O,167.8,167.8,-8.3100004,-2.9400001,-2.6199999,0.28999999,1.1,5.0700002,1.0,17.0
293,2.655,False,Ritodrine,4.0,4.0,287.35355,CC(C(c1ccc(cc1)O)O)NCCc2ccc(cc2)O,72.720001,72.720001,-0.28999999,1.61,1.65,0.28999999,,9.3100004,2.0,21.0
294,5.237,False,Ritonavir,7.0,4.0,720.94421,CC(C)c1nc(cs1)CN(C)C(=O)NC(C(C)C)C(=O)NC(Cc2ccccc2)CC(C(Cc3ccccc3)NC(=O)OCc4cncs4)O,145.77,202.25999,5.2800002,5.2800002,4.9400001,0.43000001,,2.48,4.0,50.0
295,1.984,False,Rivaroxaban,5.0,1.0,435.88132,c1cc(ccc1N2CCOCC2=O)N3CC(OC3=O)CNC(=O)c4ccc(s4)Cl,88.18,116.42,1.84,1.84,2.3900001,0.31999999,,,2.0,29.0
296,4.402,False,Roflumilast,4.0,1.0,403.20746,c1cc(c(cc1C(=O)Nc2c(cncc2Cl)Cl)OCC3CC3)OC(F)F,60.450001,60.450001,4.8299999,4.8299999,3.0,0.28999999,,,2.0,26.0
297,3.4619999,False,Rosiglitazone,6.0,1.0,357.42676,CN(CCOc1ccc(cc1)CC2C(=O)NC(=O)S2)c3ccccn3,71.529999,96.830002,1.47,2.5599999,3.02,0.28,6.3400002,6.5,2.0,25.0
298,2.427,False,Rosuvastatin,8.0,3.0,481.53763,CC(C)c1c(c(nc(n1)N(C)S(=O)(=O)C)c2ccc(cc2)F)/C=C/C(CC(CC(=O)O)O)O,140.91,149.3,-2.71,0.41999999,1.9,0.41,4.25,,2.0,33.0
299,2.7409999,False,Ruxolitinib,4.0,1.0,306.36502,c1c[nH]c2c1c(ncn2)c3cnn(c3)C(CC#N)C4CCCC4,83.18,83.18,1.6900001,1.6900001,2.1800001,0.41,,2.5699999,3.0,23.0
300,-2.336,False,Sapropterin,8.0,6.0,241.2471,CC(C(C1CNc2c(c(=O)nc([nH]2)N)N1)O)O,132.0,132.0,-4.9499998,-4.2199998,-3.6900001,0.56,,9.1999998,0.0,17.0
301,3.6670001,False,Saquinavir,7.0,5.0,670.84082,CC(C)(C)NC(=O)C1CC2CCCCC2CN1CC(C(Cc3ccccc3)NC(=O)C(CC(=O)N)NC(=O)c4ccc5ccccc5n4)O,166.75,166.75,4.4099998,4.4400001,4.73,0.5,,7.6100001,3.0,49.0
302,5.1760001,False,Sibutramine,1.0,0.0,279.84805,CC(C)CC(C1(CCC1)c2ccc(cc2)Cl)N(C)C,3.24,3.24,3.2,5.4299998,5.5900002,0.64999998,,9.6899996,1.0,19.0
303,2.247,False,Sildenafil,7.0,1.0,474.57639,CCCc1c2c(c(=O)[nH]c(n2)c3cc(ccc3OCC)S(=O)(=O)N4CCN(CC4)C)n(n1)C,109.13,117.51,2.25,2.27,1.98,0.5,,6.0300002,2.0,33.0
304,3.451,False,Silodosin,6.0,3.0,495.53448,CC(Cc1cc2c(c(c1)C(=O)N)N(CC2)CCCO)NCCOc3ccccc3OCC(F)(F)F,97.050003,97.050003,1.05,2.52,2.97,0.47999999,,8.9300003,2.0,35.0
305,4.7049999,False,Simeprevir,9.0,2.0,749.93909,Cc1c(ccc2c1nc(cc2OC3CC4C(C3)C(=O)N(CCCC/C=C\C5CC5(NC4=O)C(=O)NS(=O)(=O)C6CC6)C)c7nc(cs7)C(C)C)OC,156.88,193.5,3.05,4.9899998,5.3000002,0.55000001,4.4699998,3.01,3.0,52.0
306,1.9299999,False,Sitagliptin,4.0,1.0,407.3136,c1c(c(cc(c1F)F)F)CC(CC(=O)N2CCn3c(nnc3C(F)(F)F)C2)N,77.040001,77.040001,1.21,1.3,0.69,0.44,,7.21,2.0,28.0
307,0.93199998,False,Sodium phenylbutyrate,2.0,0.0,163.19315,c1ccc(cc1)CCCC(=O)[O-],40.119999,40.119999,-0.19,2.4200001,2.28,0.30000001,4.7600002,,1.0,12.0
308,1.302,False,Sofosbuvir,9.0,3.0,529.45251,CC(C)OC(=O)C(C)NP(=O)(OCC1C(C(C(O1)n2ccc(=O)[nH]c2=O)(C)F)O)Oc3ccccc3,162.53,162.53,1.61,1.62,0.83999997,0.5,,,1.0,36.0
309,0.49399999,False,Sotalol,4.0,3.0,272.3638,CC(C)NCC(c1ccc(cc1)NS(=O)(=O)C)O,78.43,86.809998,-1.6,0.31999999,0.23,0.5,,,1.0,18.0
310,1.649,False,Sparfloxacin,7.0,3.0,392.39978,CC1CN(CC(N1)C)c2c(c(c3c(c2F)n(cc(c3=O)C(=O)O)C4CC4)N)F,98.900002,98.900002,-0.54000002,1.2,-0.1,0.47,6.2600002,8.5900002,1.0,28.0
311,3.0009999,False,Spirapril,8.0,2.0,466.61398,CCOC(=O)C(CCc1ccccc1)NC(C)C(=O)N2CC3(CC2C(=O)O)SCCS3,95.940002,146.53999,-0.47999999,3.1600001,1.05,0.58999997,2.99,5.2800002,1.0,31.0
312,3.7309999,False,Spironolactone,5.0,0.0,416.57346,CC(=O)SC1CC2=CC(=O)CCC2(C3C1C4CCC5(C4(CC3)C)CCC(=O)O5)C,60.439999,85.739998,3.1199999,3.1199999,2.8399999,0.79000002,,,0.0,29.0
313,3.849,False,Stanozolol,2.0,2.0,328.49158,CC12CCC3C(C1CCC2(C)O)CCC4C3(Cc5c[nH]nc5C4)C,48.91,48.91,5.5300002,5.5300002,4.5599999,0.86000001,,3.8599999,1.0,24.0
314,-0.32100001,False,Stavudine,4.0,2.0,224.21329,Cc1cn(c(=O)[nH]c1=O)C2C=CC(O2)CO,78.870003,78.870003,-0.86000001,-0.86000001,-0.49000001,0.40000001,,,0.0,16.0
315,0.27900001,False,Succimer,6.0,4.0,182.21803,C(C(C(=O)O)S)(C(=O)O)S,74.589996,152.19,-2.8199999,1.9299999,-1.48,0.5,2.74,,0.0,10.0
316,0.208,False,Sulfacytine,5.0,2.0,294.32956,CCn1ccc(nc1=O)NS(=O)(=O)c2ccc(cc2)N,104.86,113.24,-2.49,-0.49000001,-0.33000001,0.17,2.78,,1.0,20.0
317,0.83700001,False,Sulfadoxine,7.0,2.0,310.32895,COc1c(ncnc1OC)NS(=O)(=O)c2ccc(cc2)N,116.43,124.8,-1.49,0.34,1.23,0.17,6.1599998,,2.0,21.0
318,0.29699999,False,Sulfameter,6.0,2.0,280.30298,COc1cnc(nc1)NS(=O)(=O)c2ccc(cc2)N,107.2,115.58,-0.47999999,0.41999999,0.64999998,0.090000004,6.6900001,,2.0,19.0
319,0.77200001,False,Sulfamethizole,5.0,2.0,270.3313,Cc1nnc(s1)NS(=O)(=O)c2ccc(cc2)N,97.970001,134.59,-1.17,0.50999999,0.41999999,0.11,5.5100002,,2.0,17.0
320,0.70899999,False,Sulfamethoxazole,4.0,2.0,253.27763,Cc1cc(no1)NS(=O)(=O)c2ccc(cc2)N,98.220001,106.6,-0.31999999,0.88999999,0.56,0.1,5.8099999,,2.0,17.0
321,1.9220001,False,Sulfaphenazole,4.0,2.0,314.36227,c1ccc(cc1)n2c(ccn2)NS(=O)(=O)c3ccc(cc3)N,90.010002,98.389999,0.98000002,1.52,2.0699999,0.0,6.4699998,,3.0,22.0
322,3.4630001,False,Sulfasalazine,8.0,3.0,398.39255,c1ccnc(c1)NS(=O)(=O)c2ccc(cc2)/N=N/c3ccc(c(c3)C(=O)O)O,141.31,149.69,0.029999999,3.1800001,3.8800001,0.0,2.8800001,,3.0,28.0
323,3.434,False,Sulfinpyrazone,3.0,0.0,404.48151,c1ccc(cc1)N2C(=O)C(C(=O)N2c3ccccc3)CCS(=O)c4ccccc4,57.689999,76.900002,-0.2,2.3,1.66,0.13,5.4400001,,3.0,29.0
324,1.132,False,Sulfoxone,8.0,4.0,404.48163,c1cc(ccc1NCS(=O)O)S(=O)(=O)c2ccc(cc2)NCS(=O)O,132.78999,179.59,-6.5,-2.0,-1.21,0.14,2.5799999,,2.0,25.0
325,1.436,False,Sumatriptan,3.0,2.0,295.40042,CNS(=O)(=O)Cc1ccc2c(c1)c(c[nH]2)CCN(C)C,65.199997,73.580002,-1.21,0.67000002,0.74000001,0.43000001,,9.4899998,2.0,20.0
326,2.997,False,Sunitinib,3.0,3.0,398.47379,CCN(CC)CCNC(=O)c1c(c([nH]c1C)/C=C\2/c3cc(ccc3NC2=O)F)C,77.230003,77.230003,1.33,3.1500001,3.0,0.36000001,,9.7799997,2.0,29.0
327,2.7190001,False,Tamsulosin,6.0,2.0,408.51172,CCOc1ccccc1OCCNC(C)Cc2ccc(c(c2)S(=O)(=O)N)OC,99.879997,108.26,0.86000001,2.24,2.1700001,0.40000001,,9.0299997,2.0,28.0
328,1.784,False,Tedizolid,7.0,1.0,370.3378,Cn1nc(nn1)c2ccc(cn2)c3ccc(cc3F)N4CC(OC4=O)CO,106.26,106.26,1.5599999,1.5599999,1.28,0.23999999,,,3.0,27.0
329,3.131,False,Tegaserod,3.0,4.0,301.38672,CCCCCNC(=N)N/N=C/c1c[nH]c2c1cc(cc2)OC,85.290001,85.290001,2.4100001,2.9100001,2.8099999,0.38,,9.6499996,2.0,22.0
330,2.6849999,False,Telaprevir,8.0,4.0,679.8493,CCCC(C(=O)C(=O)NC1CC1)NC(=O)C2C3CCCC3CN2C(=O)C(C(C)(C)C)NC(=O)C(C4CCCCC4)NC(=O)c5cnccn5,179.56,179.56,3.9300001,3.9300001,5.3499999,0.72000003,,,1.0,49.0
331,4.1719999,False,Telithromycin,13.0,1.0,812.00372,CCC1C2(C(C(C(=O)C(CC(C(C(C(=O)C(C(=O)O1)C)C)OC3C(C(CC(O3)C)N(C)C)O)(C)OC)C)C)N(C(=O)O2)CCCCn4cc(nc4)c5cccnc5)C,171.85001,171.85001,3.79,4.52,3.75,0.72000003,,8.1300001,2.0,58.0
332,-0.91100001,False,Tenofovir,8.0,3.0,287.21231,CC(Cn1cnc2c1ncnc2N)OCP(=O)(O)O,146.19,146.19,-5.6300001,-1.71,-1.5599999,0.44,2.0899999,4.3600001,2.0,19.0
333,3.263,False,Testolactone,3.0,0.0,300.39206,CC12CCC3C(C1CCC(=O)O2)CCC4=CC(=O)C=CC34C,43.369999,43.369999,2.52,2.52,2.6300001,0.68000001,,,0.0,22.0
334,2.368,False,Thiabendazole,2.0,1.0,201.24768,c1ccc2c(c1)[nH]c(n2)c3cscn3,41.57,69.809998,2.47,2.47,2.3599999,0.0,,3.5799999,3.0,14.0
335,-0.041999999,False,Thioguanine,5.0,3.0,167.1917,c1[nH]c2c(n1)[nH]c(nc2=S)N,79.089996,111.18,-0.16,-0.16,-1.88,0.0,,11.12,1.0,11.0
336,2.7030001,False,Ticagrelor,10.0,4.0,522.56799,CCCSc1nc(c2c(n1)n(nn2)C3CC(C(C3O)O)OCCO)NC4CC4c5ccc(c(c5)F)F,138.44,163.74001,1.9,1.9,2.55,0.56999999,,3.1199999,3.0,36.0
337,3.665,False,Ticlopidine,1.0,0.0,263.78568,c1ccc(c(c1)CN2CCc3c(ccs3)C2)Cl,3.24,31.469999,3.5999999,3.77,4.3899999,0.28999999,,7.0999999,2.0,17.0
338,2.2809999,False,Tiludronate,7.0,4.0,318.60828,c1cc(ccc1SC(P(=O)(O)O)P(=O)(O)O)Cl,134.67999,159.97,-5.75,-0.31999999,0.25999999,0.14,0.82999998,,1.0,17.0
339,0.149,False,Tinidazole,5.0,0.0,247.27151,CCS(=O)(=O)CCn1c(ncc1[N+](=O)[O-])C,97.779999,106.16,-0.27000001,-0.27000001,-0.31999999,0.62,,2.3,1.0,16.0
340,-0.36199999,False,Tiopronin,4.0,3.0,163.19485,CC(C(=O)NCC(=O)O)S,66.400002,105.19,-4.0100002,-0.33000001,-0.23,0.60000002,3.4000001,,0.0,10.0
341,6.948,False,Tipranavir,6.0,2.0,602.66431,CCCC1(CC(=C(C(=O)O1)C(CC)c2cccc(c2)NS(=O)(=O)c3ccc(cn3)C(F)(F)F)O)CCc4ccccc4,105.58,113.96,3.1900001,7.21,7.7600002,0.34999999,4.5,,3.0,42.0
342,1.372,False,Tofacitinib,5.0,1.0,312.3696,CC1CCN(CC1N(C)c2c3cc[nH]c3ncn2)C(=O)CC#N,88.910004,88.910004,-1.01,0.93000001,1.52,0.5,6.04,6.7800002,2.0,23.0
343,2.483,False,Tolazamide,4.0,2.0,311.39984,Cc1ccc(cc1)S(=O)(=O)NC(=O)NN2CCCCCC2,78.5,86.889999,-0.13,1.71,1.34,0.5,5.0300002,3.26,1.0,21.0
344,3.4579999,False,Tolrestat,4.0,1.0,357.34747,CN(CC(=O)O)C(=S)c1cccc2c1ccc(c2C(F)(F)F)OC,49.77,81.860001,-0.25,3.4100001,3.4300001,0.25,3.49,,2.0,24.0
345,2.1329999,False,Torsemide,5.0,3.0,348.41998,Cc1cccc(c1)Nc2ccncc2S(=O)(=O)NC(=O)NC(C)C,100.19,108.57,1.54,3.52,3.3599999,0.25,2.6300001,5.3299999,2.0,24.0
